sku,slug,name,brand,category,line,business_model,price_npr,cost_npr,daraz_price_npr,india_list_inr,margin_pct,landed_est_npr,price_confidence,source_url,target_persona,content_angle,b2b_only,stock_priority
ETP-151,ikonic-professional-rio-hair-trimmer,Ikonic Professional Rio Hair Trimmer,Ikonic,Grooming,Traffic,D2C,3870,2806,,1770,27.5,2804,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-rio-trimmer-1,"Home user, gifting, male grooming",Before/after in 15s; gifting angle for festivals,false,2
ETP-152,ikonic-professional-bullet-hair-shaver,Ikonic Professional Bullet Hair Shaver,Ikonic,Grooming,Traffic,D2C,3440,2494,,1575,27.5,2495,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/bullet-shaver,"Home user, gifting, male grooming",Before/after in 15s; gifting angle for festivals,false,2
ETP-153,ikonic-me-5-in-1-express-groomer-trimmer,Ikonic Me 5 in 1 Express Groomer Trimmer,Ikonic,Grooming,Traffic,D2C,5250,3806,5250,1430,27.5,2265,LIKELY-MATCH,https://www.daraz.com.np/products/ikonic-me-3-in-1-express-styler-hair-styler-i503595140.html,"Home user, gifting, male grooming",Before/after in 15s; gifting angle for festivals,false,2
ETP-154,ikonic-me-masterstroke-6-in-1-personal-groomer-with-sense-cut-duo-blad,"Ikonic Me Masterstroke 6-in-1 Personal Groomer with Sense-Cut Duo Blade, Grey",Ikonic,Grooming,Traffic,D2C,2980,2160,,1365,27.5,2162,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-me-masterstroke-personal-groomer,"Home user, gifting, male grooming",Before/after in 15s; gifting angle for festivals,false,2
ETP-155,ikonic-me-body-hygiene-trimmer,Ikonic Me Body & Hygiene Trimmer,Ikonic,Grooming,Traffic,D2C,2160,1566,,990,27.5,1568,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/beard-and-body-trimmer-blue-black,"Home user, gifting, male grooming",Before/after in 15s; gifting angle for festivals,false,2
ETP-156,ikonic-me-unisex-3-in-1-personal-groomer-trimmer,Ikonic Me Unisex 3-in-1 Personal Groomer Trimmer,Ikonic,Grooming,Traffic,D2C,2130,1544,,975,27.5,1544,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-unisex-3-in-1-personal-groomer,"Home user, gifting, male grooming",Before/after in 15s; gifting angle for festivals,false,2
ETP-157,ikonic-me-groom-trim-trimmer,Ikonic Me Groom & Trim Trimmer,Ikonic,Grooming,Traffic,D2C,1560,1131,,715,27.5,1133,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/groom-and-trim-trimmer-blue-black,"Home user, gifting, male grooming",Before/after in 15s; gifting angle for festivals,false,2
ETP-158,ikonic-professional-artistic-iktc-05-hair-cutting-scissor-6-inch,Ikonic Professional Artistic Iktc-05 Hair Cutting Scissor (6 Inch),Ikonic,Salon Tools,Attach,BOTH,14100,9165,,5785,35.0,9163,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-artistic-hair-cutting-scissor-iktc-05,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-159,ikonic-professional-artistic-iktc-15-hair-cutting-scissor-5-5-inch,Ikonic Professional Artistic Iktc-15 Hair Cutting Scissor (5.5 Inch),Ikonic,Salon Tools,Attach,BOTH,14100,9165,,5785,35.0,9163,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-artistic-hair-cutting-scissor-iktc-15,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-160,ikonic-professional-black-titanium-6-inch-hair-cutting-scissor,Ikonic Professional Black Titanium - 6 Inch Hair Cutting Scissor,Ikonic,Salon Tools,Attach,BOTH,13520,8788,,5550,35.0,8791,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-barber-titanium-scissors-t-6-0-ink-t,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-161,ikonic-professional-titanium-t-5-5-ink-t-hair-cutting-scissor,Ikonic Professional Titanium T-5.5 Ink-T Hair Cutting Scissor,Ikonic,Salon Tools,Attach,BOTH,13520,8788,,5550,35.0,8791,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-titanium-scissors-t5-5-ink-t,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-162,ikonic-professional-artistic-iktc-03-hair-cutting-scissor-5-5-inch,Ikonic Professional Artistic Iktc-03 Hair Cutting Scissor (5.5 Inch),Ikonic,Salon Tools,Attach,BOTH,13460,8749,,5525,35.0,8752,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-artistic-hair-cutting-scissor-iktc-03,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-163,ikonic-professional-e-series-7-inch-hair-barber-scissor,Ikonic Professional E Series - 7 Inch Hair Barber Scissor,Ikonic,Salon Tools,Attach,BOTH,11800,7670,,4843,35.0,7671,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-barber-scissor-ik-e70,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-164,ikonic-professional-m-series-5-5-inch-hair-cutting-scissor,Ikonic Professional M Series - 5.5 Inch Hair Cutting Scissor,Ikonic,Salon Tools,Attach,BOTH,10890,7078,,4470,35.0,7080,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-hairdressing-scissor-ik-m55,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-165,ikonic-professional-g-series-5-5-inch-hair-cutting-scissor,Ikonic Professional G Series - 5.5 Inch Hair Cutting Scissor,Ikonic,Salon Tools,Attach,BOTH,10450,6792,,4290,35.0,6795,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-barber-scissor-ik-g55,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-166,ikonic-professional-pro-line-iktk-170-hair-cutting-scissor-5-5-inch,Ikonic Professional Pro Line Iktk-170 Hair Cutting Scissor (5.5 Inch),Ikonic,Salon Tools,Attach,BOTH,7680,4992,,3150,35.0,4990,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-pro-line-hair-cutting-scissor-iktk-170,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-167,ikonic-scissor-f-1-series-7-inch,Ikonic Scissor F-1 Series - 7 inch,Ikonic,Salon Tools,Attach,BOTH,6890,4478,,2828,35.0,4480,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-barber-scissor-ik-f1-70,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-168,ikonic-professional-pro-line-iktk-113-hair-cutting-scissor-6-inch,Ikonic Professional Pro Line Iktk-113 Hair Cutting Scissor (6 Inch),Ikonic,Salon Tools,Attach,BOTH,6420,4173,,2633,35.0,4171,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-pro-line-hair-cutting-scissor-iktk-113,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-169,ikonic-professional-pro-line-iktk-118w-hair-cutting-scissor-5-5-inch,Ikonic Professional Pro Line Iktk-118W Hair Cutting Scissor (5.5 Inch),Ikonic,Salon Tools,Attach,BOTH,6420,4173,,2633,35.0,4171,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-pro-line-hair-cutting-scissor-iktk-118w,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-170,ikonic-professional-pro-line-iktk-105f-hair-cutting-scissor-6-inch,Ikonic Professional Pro Line Iktk-105F Hair Cutting Scissor (6 Inch),Ikonic,Salon Tools,Attach,BOTH,6420,4173,,2633,35.0,4171,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-pro-line-hair-cutting-scissor-iktk-105f,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-171,ikonic-professional-pro-basic-ikmr-205bt-hair-texturizing-scissor-5-5-,Ikonic Professional Pro Basic Ikmr-205BT Hair Texturizing Scissor (5.5 Inch),Ikonic,Salon Tools,Attach,BOTH,5710,3712,,2345,35.0,3714,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-pro-basic-hair-texturizing-scissor-ikmr-205bt,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-172,ikonic-professional-b-series-5-5-inch-hair-cutting-scissor,Ikonic Professional B Series - 5.5 Inch Hair Cutting Scissor,Ikonic,Salon Tools,Attach,BOTH,5420,3523,,2226,35.0,3526,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-barber-scissor-ik-b55,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-173,ikonic-professional-hair-cutting-scissor-f-155-series-5-5-inch,Ikonic Professional Hair Cutting Scissor F-155 Series - 5.5 Inch,Ikonic,Salon Tools,Attach,BOTH,5370,3490,,2205,35.0,3493,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-barber-scissor-ik-f155,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-174,ikonic-scissor-f-160-series-6-inch,Ikonic Scissor F-160 Series - 6 inch,Ikonic,Salon Tools,Attach,BOTH,4990,3244,,2048,35.0,3244,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-barber-scissor-ik-f160,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-175,ikonic-professional-hair-dressing-scissor-ik-f150-5-inch,Ikonic Professional Hair dressing Scissor - Ik - F150 (5 Inch),Ikonic,Salon Tools,Attach,BOTH,4610,2996,,1890,35.0,2994,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-hairdressing-scissor-ik-f150,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-176,ikonic-professional-a-50-series-5-inch-hair-cutting-scissor,Ikonic Professional  A-50 Series - 5 Inch Hair Cutting Scissor,Ikonic,Salon Tools,Attach,BOTH,3070,1996,,1260,35.0,1996,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-barber-scissor-a50,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-177,ikonic-professional-a-60-series-6-inch-hair-cutting-scissor,Ikonic Professional A-60 Series - 6 Inch Hair Cutting Scissor,Ikonic,Salon Tools,Attach,BOTH,3070,1996,,1260,35.0,1996,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-hairdressing-scissor-a60,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-178,ikonic-professional-s53-5-5-inch-hair-thinning-scissor,Ikonic Professional S53 - 5.5 Inch Hair Thinning Scissor,Ikonic,Salon Tools,Attach,BOTH,2980,1937,,1225,35.0,1940,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-hair-scissor-ik-s53-thinning,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-179,ikonic-professional-a-series-5-5-inch-hair-cutting-scissor,Ikonic Professional A Series - 5.5 Inch Hair Cutting Scissor,Ikonic,Salon Tools,Attach,BOTH,2820,1833,,1155,35.0,1830,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-hairdressing-scissor-a55,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-180,ikonic-professional-pro-razor-series-2,Ikonic Professional Pro Razor - Series 2,Ikonic,Salon Tools,Attach,BOTH,2050,1332,,840,35.0,1331,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-pro-razor-series-2,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-181,ikonic-professional-j-55-series-5-5-inch-hair-cutting-scissor,Ikonic Professional J 55 Series - 5.5 Inch Hair Cutting Scissor,Ikonic,Salon Tools,Attach,BOTH,1880,1222,,770,35.0,1220,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/barber-scissor-ik-j55-5-5-inch,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-182,ikonic-professional-j30-5-5-inch-thinning-scissor,Ikonic Professional  J30 - 5.5 Inch Thinning Scissor,Ikonic,Salon Tools,Attach,BOTH,1880,1222,,770,35.0,1220,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/hair-thinnng-scissor-ik-j30,Working stylist buying their own kit,Close-up craft shot; stylist testimonial,false,2
ETP-183,ikonic-professional-pro-comb-set-set-of-8-pieces,Ikonic Professional Pro Comb Set- (Set of 8 Pieces) ,Ikonic,Brushes & Combs,Attach,BOTH,4260,2769,,1750,35.0,2772,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-pro-comb-set-set-of-8-pieces,Add-on for every styling-tool buyer,Bundle with any dryer; blow-dry technique clip,false,2
ETP-184,ikonic-professional-hair-dressing-comb-set-set-of-10-pieces,Ikonic Professional Hair Dressing Comb Set- (Set of 10 Pieces),Ikonic,Brushes & Combs,Attach,BOTH,2560,1664,,1050,35.0,1663,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-hair-dressing-comb-set-set-of-10-pieces,Add-on for every styling-tool buyer,Bundle with any dryer; blow-dry technique clip,false,2
ETP-185,ikonic-professional-ebony-extra-long-barrel-thermal-round-brush,Ikonic Professional Ebony Extra Long Barrel Thermal Round Brush,Ikonic,Brushes & Combs,Attach,BOTH,2390,1554,,980,35.0,1552,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-extra-long-barrel-thermal-round-brush,Add-on for every styling-tool buyer,Bundle with any dryer; blow-dry technique clip,false,2
ETP-186,ikonic-professional-ebony-pro-paddle-hair-brush,Ikonic Professional Ebony Pro Paddle Hair Brush,Ikonic,Brushes & Combs,Attach,BOTH,2130,1384,,875,35.0,1386,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-pro-paddle-hair-brush,Add-on for every styling-tool buyer,Bundle with any dryer; blow-dry technique clip,false,2
ETP-187,ikonic-professional-supremo-paddle-hair-brush,Ikonic Professional Supremo Paddle Hair Brush,Ikonic,Brushes & Combs,Attach,BOTH,1980,1287,,813,35.0,1288,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-big-paddle-brush-supremo,Add-on for every styling-tool buyer,Bundle with any dryer; blow-dry technique clip,false,2
ETP-188,ikonic-professional-ebony-vent-hair-brush,Ikonic Professional Ebony Vent Hair Brush,Ikonic,Brushes & Combs,Attach,BOTH,1790,1164,,735,35.0,1164,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-professional-vent-hair-brush,Add-on for every styling-tool buyer,Bundle with any dryer; blow-dry technique clip,false,2
ETP-189,ikonic-professional-titanium-thermal-hair-brush,Ikonic Professional Titanium Thermal Hair Brush,Ikonic,Brushes & Combs,Attach,BOTH,1720,1118,,705,35.0,1117,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-titanium-line-hair-brush-thb-25,Add-on for every styling-tool buyer,Bundle with any dryer; blow-dry technique clip,false,2
ETP-190,ikonic-me-sonic-jet-fan-dust-collector-grey,"Ikonic Me Sonic Jet Fan Dust Collector, Grey",Ikonic,Accessories,Attach,BOTH,8000,5200,,3283,35.0,5200,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-me-sonic-jet-fan-dust-collector-grey,Impulse add-on at checkout,Quick tips reel; bundle upsell at checkout,false,2
ETP-191,the-ultimate-blowout-beauty-kit,The Ultimate Blowout & Beauty Kit,Ikonic,Accessories,Attach,BOTH,7600,4940,,3118,35.0,4939,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/the-ultimate-blowout-beauty-kit,Impulse add-on at checkout,Quick tips reel; bundle upsell at checkout,false,2
ETP-192,ikonic-hair-dressing-cutting-collar-black,Ikonic Hair Dressing Cutting Collar Black,Ikonic,Accessories,Attach,BOTH,3560,2314,,1460,35.0,2313,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-hair-dressing-cutting-collar-black,Impulse add-on at checkout,Quick tips reel; bundle upsell at checkout,false,2
ETP-193,ikonic-weighing-scale,Ikonic Weighing Scale,Ikonic,Accessories,Attach,BOTH,3540,2301,,1453,35.0,2302,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-weighing-scale,Impulse add-on at checkout,Quick tips reel; bundle upsell at checkout,false,2
ETP-194,ikonic-zen-relaxing-scalp-massager,Ikonic Zen Relaxing Scalp Massager,Ikonic,Accessories,Attach,BOTH,2950,1918,,1210,35.0,1917,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-zen-relaxing-scalp-massager,Impulse add-on at checkout,Quick tips reel; bundle upsell at checkout,false,2
ETP-195,hair-colour-master-tint-bowl-set-mix,Hair Colour Master Tint Bowl Set Mix,Ikonic,Accessories,Attach,BOTH,2240,1456,,919,35.0,1456,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/hair-colour-master-tint-bowl-set-mix,Impulse add-on at checkout,Quick tips reel; bundle upsell at checkout,false,2
ETP-196,ikonic-color-master-tube-squeezer,Ikonic Color Master Tube Squeezer,Ikonic,Accessories,Attach,BOTH,2050,1332,,840,35.0,1331,NO-NEPAL-LISTING,https://www.ikonicworld.com/products/ikonic-color-master-tube-squeezer,Impulse add-on at checkout,Quick tips reel; bundle upsell at checkout,false,2
